ta_id,ta_slug,ta_name,ea_id,ea_slug,ea_name,match_type,confidence,distance_m,name_distance,images_count
566,the-prado,The Prado,,,,no_match,0.0,,,5
567,buddys-union-villa,Buddy's Union Villa,,,,no_match,0.0,,,5
568,the-manor,The Manor,,,,no_match,0.0,,,5
569,the-moss-rose,The Moss Rose,,,,no_match,0.0,,,5
570,dead-canary-on-dieners-hill,Dead Canary on Diener's Hill,,,,no_match,0.0,,,5
571,the-golden-beam,The Golden Beam,,,,no_match,0.0,,,5
572,stock-burger,Stock Burger,,,,no_match,0.0,,,5
573,the-queens-hotel,The Queens hotel,,,,no_match,0.0,,,5
574,taco-libre,Taco Libre,,,,no_match,0.0,,,5
575,the-lily,the lily,,,,no_match,0.0,,,5
576,the-bridge-inn,The Bridge Inn,,,,no_match,0.0,,,5
577,the-palk-arms,The Palk Arms,,,,no_match,0.0,,,5
578,paninis-bar,Panini's Bar ,,,,no_match,0.0,,,5
579,foresters-arms,Foresters Arms,,,,no_match,0.0,,,5
580,camber-taproom,Camber Taproom,,,,no_match,0.0,,,5
581,stus,Stu's,,,,no_match,0.0,,,5
582,marios-oakland-saloon,Mario's Oakland Saloon,,,,no_match,0.0,,,5
583,the-elletson-arms,The Elletson Arms,,,,no_match,0.0,,,5
584,middlecoast-brewing,MiddleCoast Brewing,,,,no_match,0.0,,,5
585,the-great-northern,The Great Northern,,,,no_match,0.0,,,5
586,the-ferry-tavern,The Ferry Tavern,,,,no_match,0.0,,,5
588,the-swatters-carr,The Swatters Carr,,,,no_match,0.0,,,5
589,twin-birch-golf-club,Twin Birch Golf Club,,,,no_match,0.0,,,5
590,sin-e,Sin É,,,,no_match,0.0,,,5
591,ballast-point,Ballast Point,,,,no_match,0.0,,,5
592,red-bull,Red Bull,,,,no_match,0.0,,,5
593,greendale-oak,Greendale Oak,,,,no_match,0.0,,,5
594,solution-tavern,Solution Tavern,,,,no_match,0.0,,,5
595,conrads,Conrad's,,,,no_match,0.0,,,5
596,sun-inn-everton,Sun Inn Everton,,,,no_match,0.0,,,5
597,thirsty-js,Thirsty J's,,,,no_match,0.0,,,1
599,the-oven,The Oven,,,,no_match,0.0,,,5
600,eden-bar,Eden bar,,,,no_match,0.0,,,5
601,the-pied-bull,The Pied Bull,,,,no_match,0.0,,,5
602,slains-castle,Slain's Castle,,,,no_match,0.0,,,5
603,ithaca-beer-company-taproom,Ithaca Beer Company Taproom,,,,no_match,0.0,,,5
604,pelton-arms,Pelton Arms,,,,no_match,0.0,,,5
605,the-wounded-minnow,The Wounded Minnow,,,,no_match,0.0,,,5
606,leek-bar-grill,Leek Bar & Grill,,,,no_match,0.0,,,5
607,turf-bar,Turf Bar,,,,no_match,0.0,,,5
608,paninis-bar-grill,Panini's Bar & Grill,,,,no_match,0.0,,,5
609,bottle-co-denby-dale,Bottle & Co - Denby Dale,,,,no_match,0.0,,,3
610,the-crown-lymm,"The Crown, Lymm",,,,no_match,0.0,,,5
611,wednesday-boat-horses,Wednesday @ Boat & Horses,,,,no_match,0.0,,,5
612,the-dysarts-arms,The Dysarts Arms,,,,no_match,0.0,,,5
613,the-buxton-inn-gee-cross,The Buxton Inn Gee Cross,,,,no_match,0.0,,,5
614,garys-olde-towne-tavern,Gary's Olde Towne Tavern,,,,no_match,0.0,,,5
615,new-amsterdam,New Amsterdam,,,,no_match,0.0,,,5
616,baron-of-beef-cambridge,Baron of Beef Cambridge,,,,no_match,0.0,,,5
617,the-block,The Block,,,,no_match,0.0,,,5
618,the-clarendon,The Clarendon,,,,no_match,0.0,,,5
619,the-elizabethan,The Elizabethan,,,,no_match,0.0,,,5
620,the-rustic-kitchen,The Rustic Kitchen,,,,no_match,0.0,,,5
621,lockkeeper-castleknock,"Lockkeeper, Castleknock",,,,no_match,0.0,,,5
622,vintage-liquid-taphouse,Vintage Liquid Taphouse,,,,no_match,0.0,,,5
623,the-white-hart-gosport,THE WHITE HART GOSPORT,,,,no_match,0.0,,,5
624,nathan-bills-bar-restaurant,Nathan Bill's Bar & Restaurant,,,,no_match,0.0,,,5
625,no-10-bar-kitchen,No. 10 Bar & Kitchen,,,,no_match,0.0,,,5
626,gravity-max-liverpool,Gravity MAX Liverpool,,,,no_match,0.0,,,5
627,fontygary-inn,Fontygary Inn,,,,no_match,0.0,,,5
628,the-arcade,The Arcade,,,,no_match,0.0,,,5
629,summit-hotel,Summit Hotel,,,,no_match,0.0,,,5
630,progression-brewing,Progression Brewing,,,,no_match,0.0,,,5
631,captains-cabin,Captain's Cabin,,,,no_match,0.0,,,5
632,wega-caffe,Wega Caffe,,,,no_match,0.0,,,5
633,three-legged-stool,Three Legged Stool,,,,no_match,0.0,,,5
635,cafe-under-the-spire-gateshead,Cafe Under The Spire (Gateshead),,,,no_match,0.0,,,5
636,wednesday-stamford-arms,Wednesday @ Stamford Arms,,,,no_match,0.0,,,5
637,royal-oak-brampton,Royal Oak Brampton,,,,no_match,0.0,,,5
638,villagers-salt-rock,Villagers Salt Rock,,,,no_match,0.0,,,5
639,abington-depot,Abington Depot,,,,no_match,0.0,,,5
640,the-evs,THE EVS,,,,no_match,0.0,,,5
641,redhawk-grille,RedHawk Grille,,,,no_match,0.0,,,5
642,the-castle-glanmire,The Castle Glanmire,,,,no_match,0.0,,,5
643,the-storyteller,The Storyteller,,,,no_match,0.0,,,5
644,roadrunner-pub,Roadrunner Pub,,,,no_match,0.0,,,5
645,the-sun-inn,The Sun Inn,,,,no_match,0.0,,,5
646,the-dragonfly,The Dragonfly,,,,no_match,0.0,,,5
647,ventosa-vineyards,Ventosa Vineyards,,,,no_match,0.0,,,5
648,the-irish-house-malad,"The Irish House, Malad",,,,no_match,0.0,,,5
649,golden-plover,Golden Plover,,,,no_match,0.0,,,3
650,wealden-hall,Wealden Hall,,,,no_match,0.0,,,5
651,the-winchester-gate,The Winchester Gate,,,,no_match,0.0,,,5
652,portside-pizza,Portside Pizza,,,,no_match,0.0,,,5
653,the-crown-horwich,"The Crown, Horwich",,,,no_match,0.0,,,5
654,best-of-british-cafe,Best of British Cafe,,,,no_match,0.0,,,5
655,william-camden,William Camden,,,,no_match,0.0,,,5
656,horns-inn,horns inn,,,,no_match,0.0,,,5
657,the-fourth-corner,The Fourth Corner,,,,no_match,0.0,,,5
658,the-greyhound-ash,The Greyhound,,,,no_match,0.0,,,5
659,chapos-at-the-caledonian,Chapos at The Caledonian,,,,no_match,0.0,,,5
660,the-lord-clifden,The Lord Clifden,,,,no_match,0.0,,,5
661,the-talbot-inn,The Talbot Inn,,,,no_match,0.0,,,5
662,the-angelic,The Angelic,,,,no_match,0.0,,,5
663,borderlands-brewing-company-sam-hughes,Borderlands Brewing Company Sam Hughes,,,,no_match,0.0,,,5
664,kellys-side-door-tavern,Kelly's Side Door Tavern,,,,no_match,0.0,,,5
665,union-street-bar,Union Street Bar,,,,no_match,0.0,,,5
666,mustang-pub,Mustang Pub,,,,no_match,0.0,,,5
667,the-bulls-head,The Bull's Head,,,,no_match,0.0,,,5
668,riviera-cafe,Riviera Cafe,,,,no_match,0.0,,,5
669,fibber-magees,Fibber Magees,,,,no_match,0.0,,,5
670,the-sun-inn-retford,The Sun Inn,,,,no_match,0.0,,,5
671,mccaffertys-jvc,McCafferty's JVC,,,,no_match,0.0,,,5
672,wamesit-lanes,Wamesit Lanes,,,,no_match,0.0,,,5
673,the-belfry-bar,The Belfry Bar,,,,no_match,0.0,,,5
674,the-suffolk-punch,The Suffolk Punch,,,,no_match,0.0,,,5
675,wednesday-norfolk-arms,Wednesday @ Norfolk Arms,,,,no_match,0.0,,,5
676,donegans-bar,Donegans Bar,,,,no_match,0.0,,,5
677,tapped,Tapped,,,,no_match,0.0,,,5
678,brew-kettle-mentor,Brew Kettle Mentor,,,,no_match,0.0,,,5
679,maddens-lounge,Madden's Lounge,,,,no_match,0.0,,,5
680,the-city-bar,The City Bar,,,,no_match,0.0,,,5
681,newnham-court-inn,Newnham Court Inn,,,,no_match,0.0,,,5
682,sun-outdoors-myrtle-beach,SUN OUTDOORS MYRTLE BEACH,,,,no_match,0.0,,,5
683,the-farmers-arms,the farmers arms,,,,no_match,0.0,,,5
684,mcgettigans-production-city-dpc,McGettigan's Production City DPC,,,,no_match,0.0,,,5
685,head-of-steam,Head of Steam,,,,no_match,0.0,,,5
686,darcys,Darcy's,,,,no_match,0.0,,,5
687,drunken-rabbit-brewing,Drunken Rabbit Brewing,,,,no_match,0.0,,,5
688,the-martello-bray,The Martello Bray,,,,no_match,0.0,,,5
689,laurentide-beer-company,Laurentide Beer Company,,,,no_match,0.0,,,5
690,huntington-sports,Huntington Sports ,908,huntington-sports,Huntington Sports,slug_only,0.85,53.7,0,5
691,the-dolphin,The Dolphin,,,,no_match,0.0,,,5
693,lucombe-oak,Lucombe Oak,,,,no_match,0.0,,,5
695,pavs,Pavs,,,,no_match,0.0,,,5
696,mccaffertys-wafi,McCafferty's Wafi,,,,no_match,0.0,,,5
697,royal-falconer,Royal Falconer,,,,no_match,0.0,,,5
698,wednesday-kingfisher,Wednesday @ Kingfisher,,,,no_match,0.0,,,5
699,potters-wheel,potters wheel,,,,no_match,0.0,,,5
700,the-talbot,The Talbot,,,,no_match,0.0,,,5
701,279-bar-and-grill,279 bar and grill,,,,no_match,0.0,,,5
702,the-royal-hotel,The Royal Hotel,,,,no_match,0.0,,,5
703,donahues-pub,Donahue's Pub,,,,no_match,0.0,,,5
704,rhythm-rye,Rhythm & Rye,,,,no_match,0.0,,,5
705,finger-lakes-beer-company,Finger Lakes Beer Company,,,,no_match,0.0,,,5
706,the-coach-at-edenfield,The Coach At Edenfield,,,,no_match,0.0,,,5
707,the-beverely,The Beverely,,,,no_match,0.0,,,5
708,fluid-lounge,Fluid Lounge,,,,no_match,0.0,,,5
709,bam-karaoke,Bam Karaoke,,,,no_match,0.0,,,5
710,the-swan-grendon-underwood,The Swan,,,,no_match,0.0,,,5
711,moonlit-burgers-uptown,Moonlit Burgers (Uptown),,,,no_match,0.0,,,5
714,monticello-eagles-club,Monticello Eagles Club,,,,no_match,0.0,,,5
715,fiddlers-green-pub,Fiddler's Green Pub,,,,no_match,0.0,,,5
716,the-yard-stafford,The Yard Stafford,,,,no_match,0.0,,,5
717,wednesday-deansgate,Wednesday @ Deansgate,,,,no_match,0.0,,,5
718,oktogon,Oktogon,,,,no_match,0.0,,,5
719,the-gillery,The Gillery,,,,no_match,0.0,,,5
720,compasses,Compasses,,,,no_match,0.0,,,5
721,three-sheets-to-the-wind,Three Sheets To The Wind,,,,no_match,0.0,,,5
722,whitakers-arms,Whitakers Arms,,,,no_match,0.0,,,5
723,the-yard,THE YARD,,,,no_match,0.0,,,5
724,daddyos-tavern,Daddyo's Tavern,,,,no_match,0.0,,,5
725,plymouth-public-house,Plymouth Public House,,,,no_match,0.0,,,5
726,meiers-creek-brewing-company,Meier's Creek Brewing Company,,,,no_match,0.0,,,5
727,west-hill-bar-grill,West Hill Bar & Grill,,,,no_match,0.0,,,5
728,the-kings-arms-bebington,The Kings Arms Bebington,,,,no_match,0.0,,,5
729,antonios-pizza-by-the-slice-worcester,Antonio's Pizza By The Slice Worcester,,,,no_match,0.0,,,5
730,gamston-lock-hotel,Gamston Lock Hotel,,,,no_match,0.0,,,5
731,head-of-steam-hull,Head Of Steam,,,,no_match,0.0,,,5
732,tommy-doyles-at-sidelines,Tommy Doyle's At Sidelines,,,,no_match,0.0,,,5
733,the-phoenix-bar-and-eatery,The Phoenix Bar and Eatery,,,,no_match,0.0,,,5
734,the-sliding-rock,The Sliding Rock,,,,no_match,0.0,,,5
735,the-nelson-arms,The Nelson Arms,,,,no_match,0.0,,,5
736,otto-wine-bar,Otto Wine Bar,,,,no_match,0.0,,,5
737,the-swan-farnborough,The Swan,,,,no_match,0.0,,,5
738,the-french-horn,The French Horn,,,,no_match,0.0,,,5
739,formby-auld-dubliner,Formby Auld Dubliner,,,,no_match,0.0,,,4
740,piglove-by-the-river,Piglove by the River,,,,no_match,0.0,,,5
741,the-stables-club-university-of-limerick,"The Stables Club ,University Of Limerick",,,,no_match,0.0,,,5
742,temper-and-brown-formerly-the-pig-and-t,Temper and Brown (formerly The Pig and T,,,,no_match,0.0,,,5
743,the-soak-bar-and-grill,The Soak Bar and Grill,,,,no_match,0.0,,,5
744,cold-town-house,Cold Town House,,,,no_match,0.0,,,5
745,the-red-onion,The Red Onion,,,,no_match,0.0,,,5
746,boat-house,Boat House,,,,no_match,0.0,,,5
747,wednesday-head-of-steam,Wednesday @ Head Of Steam,,,,no_match,0.0,,,5
749,the-flying-coach,The Flying Coach,,,,no_match,0.0,,,5
750,waggon-and-horses,Waggon and Horses,,,,no_match,0.0,,,5
751,nags-head,Nags Head,,,,no_match,0.0,,,5
752,symposium-bar-kitchen,Symposium Bar + Kitchen,,,,no_match,0.0,,,5
753,the-burntwood-pub-buckley,The Burntwood Pub Buckley,,,,no_match,0.0,,,5
754,boom-battle-bar,Boom Battle Bar,,,,no_match,0.0,,,5
755,brown-hare,Brown Hare,,,,no_match,0.0,,,5
756,the-windmill,The Windmill,,,,no_match,0.0,,,5
757,the-loose-moose,The Loose Moose,,,,no_match,0.0,,,5
758,one-bruce-street,ONE BRUCE STREET,,,,no_match,0.0,,,5
759,dead-low-brewery,Dead Low Brewery,,,,no_match,0.0,,,5
760,duke,Duke,,,,no_match,0.0,,,5
761,the-3-stories-sunderland,"The 3 Stories, Sunderland",,,,no_match,0.0,,,5
762,jug-handle-inn,Jug Handle Inn,,,,no_match,0.0,,,5
763,the-lugger,The Lugger,,,,no_match,0.0,,,5
764,the-woodcocks,The Woodcocks,,,,no_match,0.0,,,5
765,the-firbank,The Firbank,,,,no_match,0.0,,,5
766,hunters-moon,Hunters Moon,,,,no_match,0.0,,,5
767,the-wheatsheaf-inn,The Wheatsheaf Inn,,,,no_match,0.0,,,5
768,peppis-bar-grill,Peppi's Bar & Grill,,,,no_match,0.0,,,5
769,four-winds,Four Winds,,,,no_match,0.0,,,5
770,bloomfield-brewhouse,Bloomfield Brewhouse,,,,no_match,0.0,,,5
771,gin-and-juice,Gin and Juice,,,,no_match,0.0,,,5
772,spacebar-cocktails-arcades,Spacebar Cocktails & Arcades,,,,no_match,0.0,,,5
773,baltic-fleet-pub,BALTIC FLEET PUB,,,,no_match,0.0,,,5
774,empire,Empire,,,,no_match,0.0,,,5
775,the-sandbrook,THE SANDBROOK,,,,no_match,0.0,,,5
776,thursday-white-hart,Thursday @ White Hart,,,,no_match,0.0,,,5
777,the-cornhill,The Cornhill,,,,no_match,0.0,,,5
778,the-knight-life-taphouse,The Knight Life Taphouse,,,,no_match,0.0,,,5
779,the-fox-palmers-green,"The Fox, Palmers Green",,,,no_match,0.0,,,5
780,the-chlachain-inn,The Chlachain Inn,,,,no_match,0.0,,,5
781,stonemasons-arms,Stonemasons Arms,,,,no_match,0.0,,,5
782,barretts-alehouse-fall-river,Barrett's Alehouse Fall River,,,,no_match,0.0,,,5
783,marios-east-side-saloon,Mario's East Side Saloon,,,,no_match,0.0,,,5
784,offside,Offside,,,,no_match,0.0,,,5
785,the-buccaneer-pub-restaurant,The Buccaneer Pub & Restaurant,,,,no_match,0.0,,,5
786,swan-tavern,Swan Tavern,,,,no_match,0.0,,,5
787,the-nickelodeon,The Nickelodeon,,,,no_match,0.0,,,5
788,u-of-e-kings-building,u of e kings building,,,,no_match,0.0,,,5
789,official-cobcar,Official Cobcar,,,,no_match,0.0,,,1
790,the-roebuck,The Roebuck,,,,no_match,0.0,,,5
791,the-pippin,The Pippin,,,,no_match,0.0,,,5
792,south-pacific-sports-bar,South Pacific Sports Bar,,,,no_match,0.0,,,5
793,colorado-pinball-pub,Colorado Pinball Pub,,,,no_match,0.0,,,5
794,the-albion-sheffield,The Albion,,,,no_match,0.0,,,5
795,sandyford-house,sandyford house,,,,no_match,0.0,,,5
796,house-of-ivy,House of Ivy,,,,no_match,0.0,,,5
797,the-harry-beswick,The Harry Beswick,,,,no_match,0.0,,,5
798,the-rock-sports-bar-grill,The Rock Sports Bar & Grill,,,,no_match,0.0,,,5
799,the-flying-dutchman,The Flying Dutchman,928,the-flying-dutchman,The Flying Dutchman,slug_geo,1.0,4.0,0,5
800,rootstock-cider-spirits,Rootstock Cider & Spirits,,,,no_match,0.0,,,5
801,hops-and-berry,Hops and Berry,,,,no_match,0.0,,,5
802,the-lodge-bridlington,the lodge bridlington,,,,no_match,0.0,,,5
804,iona-bar,Iona Bar,,,,no_match,0.0,,,5
805,lass-ogowrie,Lass o'Gowrie,,,,no_match,0.0,,,5
806,the-dirty-duck-warwick-su,The Dirty Duck (Warwick SU),,,,no_match,0.0,,,5
807,hogshead-wolverhampton,Hogshead Wolverhampton,,,,no_match,0.0,,,5
809,punch-and-judy-tonbridge,Punch and Judy Tonbridge,,,,no_match,0.0,,,5
810,tails-and-ale-horwich,"Tails and Ale, Horwich",,,,no_match,0.0,,,5
811,the-roundup,The Roundup,,,,no_match,0.0,,,5
812,the-dodger,The dodger,,,,no_match,0.0,,,5
813,the-crown,The Crown,,,,no_match,0.0,,,5
814,utopia,Utopia,,,,no_match,0.0,,,5
815,oflahertys-bar,O'Flaherty's Bar,,,,no_match,0.0,,,5
816,legends,Legend's,,,,no_match,0.0,,,5
817,the-raven-social,The Raven Social,,,,no_match,0.0,,,5
818,zion-club-cadca,Zion Club Čadca,,,,no_match,0.0,,,5
819,the-thomas-osborne,The Thomas Osborne,,,,no_match,0.0,,,5
820,bay-horse,Bay Horse,,,,no_match,0.0,,,5
821,ship-inn-freckleton,ship inn freckleton,,,,no_match,0.0,,,5
822,barretts-alehouse-west-bridgewater,Barrett's Alehouse West Bridgewater,,,,no_match,0.0,,,5
823,genos-pizza,Geno's Pizza,,,,no_match,0.0,,,5
824,waggon-at-hale,Waggon at Hale,,,,no_match,0.0,,,5
825,oakbrook-brewing-comapany,Oakbrook Brewing Comapany,,,,no_match,0.0,,,5
826,ancient-foresters,Ancient Foresters,,,,no_match,0.0,,,5
827,keg-barrel-brewing-company,Keg & Barrel Brewing Company,,,,no_match,0.0,,,5
828,hawkhill-tavern,Hawkhill Tavern,,,,no_match,0.0,,,5
829,wilders-pizza,Wilder's Pizza,,,,no_match,0.0,,,5
830,the-hub,The Hub,,,,no_match,0.0,,,5
831,the-boozy-cow,The Boozy Cow,,,,no_match,0.0,,,5
832,the-butchers-arms,The Butchers Arms,,,,no_match,0.0,,,5
833,the-black-boy,The Black Boy,,,,no_match,0.0,,,5
834,smithy-pond,Smithy Pond,,,,no_match,0.0,,,5
835,the-closet,The Closet,,,,no_match,0.0,,,5
836,ranken-arms,Ranken Arms,,,,no_match,0.0,,,5
837,bar-3,Bar 3,,,,no_match,0.0,,,5
838,the-one-tun,The One Tun,344,the-one-tun,The One Tun,slug_geo,1.0,11.4,0,5
839,sharjah-wanderers-club,Sharjah Wanderers Club,,,,no_match,0.0,,,5
840,the-red-cat-greasby,"The Red Cat ""Greasby""",,,,no_match,0.0,,,5
841,reardens,Reardens,,,,no_match,0.0,,,5
842,the-nelson-wallasey,"The Nelson, Wallasey",,,,no_match,0.0,,,5
843,rose-and-crown,Rose and Crown,,,,no_match,0.0,,,5
844,lock-1-distilling-co,Lock 1 Distilling Co.,,,,no_match,0.0,,,5
845,topgolf,Topgolf,,,,no_match,0.0,,,5
846,bechers-brook,Bechers Brook,,,,no_match,0.0,,,5
847,tribal-bar,Tribal Bar,,,,no_match,0.0,,,5
848,cpp,CPP,,,,no_match,0.0,,,5
849,hickleton-golf-club,Hickleton Golf Club,,,,no_match,0.0,,,5
850,two-sisters,Two Sisters,,,,no_match,0.0,,,5
851,kings-ransom,Kings Ransom,,,,no_match,0.0,,,5
852,crawford-and-co,CRAWFORD AND CO.,,,,no_match,0.0,,,5
853,toasted-owl-tavern,Toasted Owl Tavern,,,,no_match,0.0,,,5
854,lake-erie-distillery,Lake Erie Distillery,,,,no_match,0.0,,,5
855,the-lamb-inn,The Lamb Inn,,,,no_match,0.0,,,5
856,motel-nights,Motel Nights,,,,no_match,0.0,,,5
857,black-shirt-brewing-co,Black Shirt Brewing Co.,,,,no_match,0.0,,,5
858,grace-neills,Grace Neills,,,,no_match,0.0,,,5
859,whittington,Whittington,,,,no_match,0.0,,,5
860,flx-trivia-night-at-birdhouse-brewing-co,FLX Trivia Night at Birdhouse Brewing Co,,,,no_match,0.0,,,5
861,the-shepherds-rest,The Shepherds Rest,,,,no_match,0.0,,,5
862,bees-knees,Bee's Knee's,,,,no_match,0.0,,,5
863,cookhouse-rainhill,Cookhouse Rainhill,,,,no_match,0.0,,,5
864,thursday-wine-wallop,Thursday @ Wine & Wallop,,,,no_match,0.0,,,5
865,first-edition,First Edition,,,,no_match,0.0,,,5
866,the-laurels-clondalkin,The Laurels Clondalkin,,,,no_match,0.0,,,5
867,tgi-fridays,TGI Fridays,,,,no_match,0.0,,,5
868,the-old-white-swan,The Old White Swan,,,,no_match,0.0,,,5
869,southside,Southside,,,,no_match,0.0,,,5
870,danns,D'Ann's,,,,no_match,0.0,,,5
871,chilis-grill-bar-plainville,Chili's Grill & Bar - Plainville,,,,no_match,0.0,,,5
872,shipping-forecast,Shipping Forecast,,,,no_match,0.0,,,5
873,ferryboat-inn,Ferryboat Inn,,,,no_match,0.0,,,5
874,keelings-donabate,"Keelings, Donabate",,,,no_match,0.0,,,5
875,elbow-room,Elbow Room,,,,no_match,0.0,,,5
876,the-peacock,The Peacock,,,,no_match,0.0,,,5
877,robin-hood,Robin Hood,,,,no_match,0.0,,,5
878,the-stone-boat,The Stone Boat,,,,no_match,0.0,,,5
879,wee-rock-cafe,Wee Rock Cafe,,,,no_match,0.0,,,5
880,beach-house,Beach House,,,,no_match,0.0,,,5
881,fox-creek-tavern,Fox Creek Tavern,,,,no_match,0.0,,,5
882,the-comet,The Comet,,,,no_match,0.0,,,5
883,the-oak-tree,The Oak tree,,,,no_match,0.0,,,5
884,the-forge-tavern,The Forge Tavern,,,,no_match,0.0,,,5
885,the-corner-flag,The Corner Flag,,,,no_match,0.0,,,5
886,ivy-bar,Ivy Bar,,,,no_match,0.0,,,5
887,cookhouse-liverpool,Cookhouse Liverpool,,,,no_match,0.0,,,5
888,the-white-lion-upholland,The White Lion Upholland,,,,no_match,0.0,,,5
889,sixty-ate,Sixty Ate,,,,no_match,0.0,,,5
890,red-lion-crowle,Red Lion Crowle,,,,no_match,0.0,,,5
891,the-woodlands-bar-grill,The Woodlands Bar & Grill,,,,no_match,0.0,,,5
892,the-grain-and-hop-store,The Grain and Hop Store,,,,no_match,0.0,,,5
893,the-prince-of-wales-reigate,The Prince of Wales,,,,no_match,0.0,,,5
894,the-pound-the-attic,The Pound & The Attic,,,,no_match,0.0,,,5
895,woodside,Woodside,,,,no_match,0.0,,,5
896,the-jobstown-house,The Jobstown House,,,,no_match,0.0,,,5
897,speedquizzing-harvester-colton-mill,SPEEDQUIZZING @ HARVESTER COLTON MILL,,,,no_match,0.0,,,5
898,buglers-ballyboden-house,Buglers Ballyboden House,,,,no_match,0.0,,,5
899,dog-partridge,Dog & Partridge,,,,no_match,0.0,,,5
900,salutation,Salutation,,,,no_match,0.0,,,5
901,thursday-pack-horse,Thursday @ Pack Horse,,,,no_match,0.0,,,5
902,the-malt-brewhouse,The Malt Brewhouse,,,,no_match,0.0,,,5
903,rope-and-anchor,Rope and Anchor,,,,no_match,0.0,,,5
904,nailmaker-tap-2,Nailmaker Tap 2,,,,no_match,0.0,,,5
905,the-blue-bell,The Blue Bell,,,,no_match,0.0,,,5
906,new-castle-moose-lodge-51,New Castle Moose Lodge #51,,,,no_match,0.0,,,5
907,the-albert,The Albert,860,the-albert,The Albert,slug_geo,1.0,4.0,0,5
908,hardwick-arms-sedgefield,Hardwick Arms Sedgefield,,,,no_match,0.0,,,5
909,trinity-quarter-drogheda,Trinity Quarter Drogheda,,,,no_match,0.0,,,5
910,downtown-ollys,Downtown Olly's,,,,no_match,0.0,,,5
911,navigation,Navigation,,,,no_match,0.0,,,5
912,bramford-arms-hungry-horse,Bramford Arms (Hungry Horse),,,,no_match,0.0,,,5
913,horseshoe,HorseShoe,,,,no_match,0.0,,,5
914,the-newton-arms,The Newton Arms,,,,no_match,0.0,,,5
915,the-met,The Met,,,,no_match,0.0,,,5
916,bishops,Bishops,,,,no_match,0.0,,,5
918,polwarth-tavern,Polwarth Tavern,,,,no_match,0.0,,,5
919,coachworks-ashford,Coachworks Ashford,,,,no_match,0.0,,,5
920,rody-bolands,Rody Bolands,,,,no_match,0.0,,,5
921,boiler-bar-grill,Boiler Bar & Grill,,,,no_match,0.0,,,5
922,royal-oak,Royal Oak,,,,no_match,0.0,,,5
923,hop-pole,Hop Pole,,,,no_match,0.0,,,5
924,the-laurels-perrystown,"The Laurels, Perrystown",,,,no_match,0.0,,,5
925,the-millhouse,The Millhouse,,,,no_match,0.0,,,5
926,the-calder,The Calder,,,,no_match,0.0,,,5
927,the-harvey,The Harvey,,,,no_match,0.0,,,5
928,ring-obells,Ring O'Bells,,,,no_match,0.0,,,5
929,the-hazel-arms,The Hazel Arms,,,,no_match,0.0,,,5
930,the-urmston-pub,The Urmston Pub,,,,no_match,0.0,,,5
931,the-grove-bar-grill,The Grove Bar & Grill,,,,no_match,0.0,,,5
932,bar-twenty-one,Bar Twenty One,,,,no_match,0.0,,,5
933,the-horse-and-jockey,The Horse and Jockey,,,,no_match,0.0,,,5
934,jimmys-pub,Jimmy's Pub,,,,no_match,0.0,,,5
935,one-for-the-road,One for the Road,,,,no_match,0.0,,,5
936,the-turls-green,The Turls Green,,,,no_match,0.0,,,5
937,the-boathouse-rushall,The BoatHouse Rushall,,,,no_match,0.0,,,5
938,shakespeare,Shakespeare,,,,no_match,0.0,,,5
939,polhill-arms,Polhill Arms,,,,no_match,0.0,,,5
940,bradys-terenure,Bradys Terenure,,,,no_match,0.0,,,5
942,market-square-tavern,Market Square Tavern,,,,no_match,0.0,,,5
943,ferryhill-house-hotel,Ferryhill House Hotel,441,ferryhill-house-hotel,Ferryhill House Hotel,slug_geo,1.0,7.3,0,5
944,manor-park-social,Manor Park Social,,,,no_match,0.0,,,5
945,caledonia-bar,Caledonia Bar,,,,no_match,0.0,,,5
946,shortys-tap-x-taco,Shorty's Tap x Taco,,,,no_match,0.0,,,5
947,twelve-cafe-bar,Twelve Cafe Bar,,,,no_match,0.0,,,5
948,amber-rooms,Amber rooms,,,,no_match,0.0,,,5
949,crown-inn,Crown Inn,,,,no_match,0.0,,,5
950,the-station,The Station,,,,no_match,0.0,,,5
951,the-leeds-arms,The Leeds Arms,,,,no_match,0.0,,,5
952,the-old-packet-house,The old Packet House,,,,no_match,0.0,,,5
953,ava-winebar,AVA Winebar,,,,no_match,0.0,,,5
954,eagle-hind,Eagle & Hind,,,,no_match,0.0,,,5
955,the-urban-tap-south-side,The Urban Tap - South Side,,,,no_match,0.0,,,5
956,butty,Butty,,,,no_match,0.0,,,5
957,the-william-morgan,The William Morgan,,,,no_match,0.0,,,5
958,monahans-bar,Monahan's Bar,,,,no_match,0.0,,,5
959,the-phantom,The Phantom,,,,no_match,0.0,,,5
960,the-irish-house-kurla,"The Irish House, Kurla",,,,no_match,0.0,,,5
961,adelphi,Adelphi,,,,no_match,0.0,,,5
962,peggy-kellys,Peggy Kelly's,,,,no_match,0.0,,,5
963,alebird,Alebird,,,,no_match,0.0,,,5
964,bytes,Bytes,,,,no_match,0.0,,,5
965,revels,Revels,,,,no_match,0.0,,,5
966,pitcher-piano,Pitcher & Piano,,,,no_match,0.0,,,5
967,kings-arms,Kings Arms,,,,no_match,0.0,,,5
968,thursdays-legh-arms,Thursdays @ Legh Arms,,,,no_match,0.0,,,5
969,kearsleyandringleyconclub,kearsleyandringleyconclub,,,,no_match,0.0,,,5
