ta_id,ta_slug,ta_name,ea_id,ea_slug,ea_name,match_type,confidence,distance_m,name_distance,images_count
1,white-hart-whitechapel,"White Hart, Whitechapel",457,white-hart-whitechapel,"White Hart, Whitechapel",slug_only,0.85,87.7,0,5
3,skimmington-castle-reigate,"Skimmington, Castle, Reigate",454,skimmington-castle-reigate,"Skimmington, Castle, Reigate",slug_only,0.85,1154.6,0,5
4,unity-place-milton-keynes,"Unity Place, Milton Keynes",456,unity-place-milton-keynes,"Unity Place, Milton Keynes",slug_geo,1.0,19.6,0,5
5,sir-christopher-hatton-chancery-lane,"Sir Christopher Hatton, Chancery Lane",455,sir-christopher-hatton-chancery-lane,"Sir Christopher Hatton, Chancery Lane",slug_geo,1.0,8.3,0,5
6,three-johns-angel,"Three Johns, Angel",449,three-johns-angel,"Three Johns, Angel",slug_geo,1.0,3.9,0,5
7,village-green-muswell-hill,"Village Green, Muswell Hill",464,village-green-muswell-hill,"Village Green, Muswell Hill",slug_geo,1.0,5.0,0,5
8,the-boot,The Boot,509,the-boot,The Boot,slug_geo,1.0,10.3,0,5
9,saint-sinner-st-albans,"Saint & Sinner, St Albans",459,saint-sinner-st-albans,"Saint & Sinner, St Albans",slug_geo,1.0,3.4,0,5
10,royal-oak-bethnal-green,"Royal Oak, Bethnal Green",461,royal-oak-bethnal-green,"Royal Oak, Bethnal Green",slug_geo,1.0,0.9,0,5
11,riverside-vauxhall,"Riverside, Vauxhall",463,riverside-vauxhall,"Riverside, Vauxhall",slug_only,0.85,189.2,0,5
12,red-lion-odiham,"Red Lion, Odiham",467,red-lion-odiham,"Red Lion, Odiham",slug_geo,1.0,32.9,0,5
13,practitioner-hertford,"Practitioner, Hertford",471,practitioner-hertford,"Practitioner, Hertford",slug_geo,1.0,28.2,0,5
14,munich-cricket-club-victoria,"Munich Cricket Club, Victoria",476,munich-cricket-club-victoria,"Munich Cricket Club, Victoria",slug_geo,1.0,14.9,0,5
15,munich-cricket-club-tower-hill,"Munich Cricket Club, Tower Hill",479,munich-cricket-club-tower-hill,"Munich Cricket Club, Tower Hill",slug_geo,1.0,7.0,0,5
16,munich,Munich,478,munich,Munich,slug_only,0.85,65.2,0,5
17,metropolis-vauxhall,"Metropolis, Vauxhall",485,metropolis-vauxhall,"Metropolis, Vauxhall",slug_geo,1.0,9.7,0,5
18,lord-morpeth-bow,"Lord Morpeth, Bow",484,lord-morpeth-bow,"Lord Morpeth, Bow",slug_geo,1.0,0.8,0,5
19,howling-hops-hackney-wick,"Howling Hops, Hackney Wick",488,howling-hops-hackney-wick,"Howling Hops, Hackney Wick",slug_only,0.85,173.9,0,5
20,hope-and-anchor-brixton,"Hope and Anchor, Brixton",494,hope-and-anchor-brixton,"Hope and Anchor, Brixton",slug_geo,1.0,9.5,0,5
21,gomshaw-mill-guilford,"Gomshaw Mill, Guilford",499,gomshaw-mill-guilford,"Gomshaw Mill, Guilford",slug_only,0.85,349.2,0,5
22,eltham-gpo-eltham,"Eltham GPO, Eltham",504,eltham-gpo-eltham,"Eltham GPO, Eltham",slug_geo,1.0,17.7,0,5
23,the-bootmaker-chelmsford,"The Bootmaker, Chelmsford",477,the-bootmaker-chelmsford,"The Bootmaker, Chelmsford",slug_geo,1.0,6.7,0,5
24,black-horse-thame,"Black Horse, Thame",481,black-horse-thame,"Black Horse, Thame",slug_only,0.85,51.4,0,5
25,bar-lingo,Bar Lingo,482,bar-lingo,Bar Lingo,slug_geo,1.0,0.3,0,5
26,jaga-jaga-bar,Jaga Jaga Bar,490,jaga-jaga-bar,Jaga Jaga Bar,slug_only,0.85,167.9,0,5
27,the-morgan-arms-bow,"The Morgan Arms, Bow",495,the-morgan-arms-bow,"The Morgan Arms, Bow",slug_geo,1.0,2.2,0,5
28,the-anglers-tavern-wednesdays,The Anglers Tavern Wednesday’s,,,,no_match,0.0,,,5
29,near-and-far,Near and Far,,,,no_match,0.0,,,5
30,rose-island,Rose Island,489,rose-island,Rose Island,slug_geo,1.0,3.9,0,5
31,the-railway-telegraph-forrest-hill,"The Railway Telegraph, Forrest Hill",501,the-railway-telegraph-forrest-hill,"The Railway Telegraph, Forrest Hill",slug_geo,1.0,5.5,0,5
32,the-bobbin,The Bobbin,515,the-bobbin,The Bobbin,slug_only,0.85,4092.2,0,5
33,black-lion-west-hampstead-every-sunday,"Black Lion, West Hampstead Every Sunday",486,black-lion-west-hampstead-every-sunday,"Black Lion, West Hampstead Every Sunday",slug_geo,1.0,38.5,0,5
34,lord-dudley,Lord Dudley,487,lord-dudley,Lord Dudley,slug_geo,1.0,3.1,0,5
35,antique-bar,Antique Bar,491,antique-bar,Antique Bar,slug_geo,1.0,6.8,0,5
36,bath-house-cambridge,"Bath House, Cambridge",497,bath-house-cambridge,"Bath House, Cambridge",slug_geo,1.0,3.4,0,5
37,elephant-barrel,Elephant & Barrel,502,elephant-barrel,Elephant & Barrel,slug_geo,1.0,19.1,0,5
38,the-crown-blackheath,"The Crown, Blackheath",517,the-crown-blackheath,"The Crown, Blackheath",slug_geo,1.0,12.7,0,5
39,the-queens-head-holborn,"The Queen’s Head, Holborn",507,the-queens-head-holborn,"The Queen’s Head, Holborn",slug_geo,1.0,8.9,0,5
40,old-ship-limehouse,"Old Ship, Limehouse",519,old-ship-limehouse,"Old Ship, Limehouse",slug_geo,1.0,7.6,0,5
41,sonder-bar,Sonder Bar,522,sonder-bar,Sonder Bar,slug_geo,1.0,1.7,0,5
42,oydis,Oydis,528,oydis,Oydis,slug_geo,1.0,1.8,0,5
43,sloth-bar,Sloth Bar,493,sloth-bar,Sloth Bar,slug_geo,1.0,7.3,0,5
44,surlys-bar,Surly’s Bar,498,surlys-bar,Surly’s Bar,slug_geo,1.0,0.9,0,5
45,the-phoenix,The Phoenix,503,the-phoenix,The Phoenix,slug_geo,1.0,7.8,0,5
46,miss-moses,Miss Moses,505,miss-moses,Miss Moses,slug_geo,1.0,13.2,0,5
47,beaconsfield-tap-beaconsfield,"Beaconsfield Tap, Beaconsfield",518,beaconsfield-tap-beaconsfield,"Beaconsfield Tap, Beaconsfield",slug_geo,1.0,16.2,0,5
48,spencer-arms-putney,"Spencer Arms, Putney",521,spencer-arms-putney,"Spencer Arms, Putney",slug_geo,1.0,7.2,0,5
49,skinny-dog-hotel,Skinny Dog Hotel,512,skinny-dog-hotel,Skinny Dog Hotel,slug_geo,1.0,4.9,0,5
50,the-taps-gx-gerrards-cross,"The Taps @ GX, Gerrards Cross",535,the-taps-gx-gerrards-cross,"The Taps @ GX, Gerrards Cross",slug_only,0.85,223.6,0,5
51,two-flints-windsor,"Two Flints, Windsor",533,two-flints-windsor,"Two Flints, Windsor",slug_only,0.85,2435.6,0,5
52,durell-arms-fulham,"Durell Arms, Fulham",541,durell-arms-fulham,"Durell Arms, Fulham",slug_geo,1.0,6.8,0,5
53,lamb-chiswick,"Lamb, Chiswick",506,lamb-chiswick,"Lamb, Chiswick",slug_only,0.85,9135.2,0,5
54,metropolis-epsom,"Metropolis, Epsom",510,metropolis-epsom,"Metropolis, Epsom",slug_only,0.85,1502.1,0,5
55,lucky-voice-liverpool-street,"Lucky Voice, Liverpool Street",514,lucky-voice-liverpool-street,"Lucky Voice, Liverpool Street",slug_only,0.85,225.4,0,5
56,east-hill-wandsworth,"East Hill, Wandsworth",520,east-hill-wandsworth,"East Hill, Wandsworth",slug_geo,1.0,1.2,0,5
57,alwyne-castle-islington,"Alwyne Castle, Islington",523,alwyne-castle-islington,"Alwyne Castle, Islington",slug_only,0.85,82.5,0,5
58,hammerton-brewery-taproom-highbury,"Hammerton Brewery Taproom, Highbury",532,hammerton-brewery-taproom-highbury,"Hammerton Brewery Taproom, Highbury",slug_geo,1.0,4.4,0,5
59,british-queen-locksbottom,"British Queen, Locksbottom",536,british-queen-locksbottom,"British Queen, Locksbottom",slug_geo,1.0,4.6,0,5
60,white-swan-pimlico,"White Swan, Pimlico",543,white-swan-pimlico,"White Swan, Pimlico",slug_geo,1.0,2.7,0,5
61,white-horse-wembley,"White Horse, Wembley",548,white-horse-wembley,"White Horse, Wembley",slug_geo,1.0,9.7,0,5
62,woolpack-hertford-every-tuesday,"Woolpack, Hertford, Every Tuesday",553,woolpack-hertford-every-tuesday,"Woolpack, Hertford, Every Tuesday",slug_geo,1.0,36.4,0,5
63,lucky-voice-islington,"Lucky Voice, Islington",513,lucky-voice-islington,"Lucky Voice, Islington",slug_geo,1.0,10.8,0,5
64,castle-holland-park,"Castle, Holland Park",524,castle-holland-park,"Castle, Holland Park",slug_geo,1.0,15.9,0,5
65,peahen-st-albans,"Peahen, St Alban’s",525,peahen-st-albans,"Peahen, St Alban’s",slug_geo,1.0,12.9,0,5
66,huntsman-hounds-elephant-and-castle,"Huntsman & Hounds, Elephant and Castle",530,huntsman-hounds-elephant-and-castle,"Huntsman & Hounds, Elephant and Castle",slug_only,0.85,109.1,0,5
67,prince-regent-herne-hill,"Prince Regent, Herne Hill",537,prince-regent-herne-hill,"Prince Regent, Herne Hill",slug_geo,1.0,0.6,0,5
68,fox-duck-richmond,"Fox & Duck, Richmond",540,fox-duck-richmond,"Fox & Duck, Richmond",slug_geo,1.0,2.3,0,5
69,edinboro-castle-camden,"Edinboro Castle, Camden",546,edinboro-castle-camden,"Edinboro Castle, Camden",slug_geo,1.0,12.2,0,5
70,cambridge-tap-cambridge,"Cambridge Tap, Cambridge",551,cambridge-tap-cambridge,"Cambridge Tap, Cambridge",slug_geo,1.0,3.1,0,5
71,brouge-twickenham,"Brouge, Twickenham",561,brouge-twickenham,"Brouge, Twickenham",slug_geo,1.0,11.6,0,5
72,ship-inn-canary-wharf,"Ship Inn, Canary Wharf",556,ship-inn-canary-wharf,"Ship Inn, Canary Wharf",slug_geo,1.0,6.0,0,5
73,crown-anchor-chiswick,"Crown & Anchor, Chiswick",529,crown-anchor-chiswick,"Crown & Anchor, Chiswick",slug_geo,1.0,7.7,0,5
74,brewdog-milton-keynes,"Brewdog, Milton Keynes",531,brewdog-milton-keynes,"Brewdog, Milton Keynes",slug_geo,1.0,6.3,0,5
75,kings-arms-waterloo,"King’s Arms, Waterloo",538,kings-arms-waterloo,"King’s Arms, Waterloo",slug_geo,1.0,3.6,0,5
76,grapes-limehouse,"Grapes, Limehouse",542,grapes-limehouse,"Grapes, Limehouse",slug_geo,1.0,0.9,0,5
77,sun-inn-barnes,"Sun Inn, Barnes",547,sun-inn-barnes,"Sun Inn, Barnes",slug_geo,1.0,6.9,0,5
78,highwayman-berkhamsted,"Highwayman, Berkhamsted",558,highwayman-berkhamsted,"Highwayman, Berkhamsted",slug_geo,1.0,9.2,0,5
79,railway-blackheath,"Railway, Blackheath",557,railway-blackheath,"Railway, Blackheath",slug_only,0.85,769.0,0,5
81,arab-boy-putney,"Arab Boy, Putney",567,arab-boy-putney,"Arab Boy, Putney",slug_geo,1.0,6.0,0,5
82,royal-oak-borough,"Royal Oak, Borough",575,royal-oak-borough,"Royal Oak, Borough",slug_geo,1.0,0.8,0,5
83,angel-on-the-bridge-henley-on-thames,"Angel on the Bridge, Henley-on-Thames",539,angel-on-the-bridge-henley-on-thames,"Angel on the Bridge, Henley-on-Thames",slug_geo,1.0,2.5,0,5
84,drapers-arms-ealing,"Draper’s Arms, Ealing",544,drapers-arms-ealing,"Draper’s Arms, Ealing",slug_geo,1.0,7.4,0,5
85,champion-notting-hill,"Champion, Notting Hill",549,champion-notting-hill,"Champion, Notting Hill",slug_geo,1.0,3.1,0,5
86,trinity-arms-brixton,"Trinity Arms, Brixton",559,trinity-arms-brixton,"Trinity Arms, Brixton",slug_geo,1.0,1.5,0,5
87,pilot-chiswick,"Pilot, Chiswick",554,pilot-chiswick,"Pilot, Chiswick",slug_geo,1.0,6.5,0,5
88,bohemia-north-finchley,"Bohemia, North Finchley",565,bohemia-north-finchley,"Bohemia, North Finchley",slug_geo,1.0,42.1,0,5
89,house-of-hammerton-islington,"House of Hammerton, Islington",569,house-of-hammerton-islington,"House of Hammerton, Islington",slug_geo,1.0,5.0,0,5
90,eagle-hoxton,"Eagle, Hoxton",574,eagle-hoxton,"Eagle, Hoxton",slug_geo,1.0,1.3,0,5
91,red-lion-histon,"Red Lion, Histon",655,red-lion-histon-histon,"Red Lion, Histon",geo_name,0.85,3.6,0,5
92,fentiman-arms-vauxhall,"Fentiman Arms, Vauxhall",584,fentiman-arms-vauxhall,"Fentiman Arms, Vauxhall",slug_geo,1.0,1.9,0,5
93,pub-quiiz,PUB QUIIZ,550,pub-quiiz,PUB QUIIZ,slug_only,0.85,189.0,0,5
94,perseverance-bloomsbury,"Perseverance, Bloomsbury",555,perseverance-bloomsbury,"Perseverance, Bloomsbury",slug_geo,1.0,5.1,0,5
95,star-by-hackney-downs-hackney,"Star by Hackney Downs, Hackney",566,star-by-hackney-downs-hackney,"Star by Hackney Downs, Hackney",slug_geo,1.0,2.6,0,5
96,lord-napier-star-hackney-wick,"Lord Napier Star, Hackney Wick",564,lord-napier-star-hackney-wick,"Lord Napier Star, Hackney Wick",slug_only,0.85,81.0,0,5
97,castle-farringdon,"Castle, Farringdon",570,castle-farringdon,"Castle, Farringdon",slug_geo,1.0,3.8,0,5
98,jobbers-rest-upminster,"Jobber’s Rest, Upminster",578,jobbers-rest-upminster,"Jobber’s Rest, Upminster",slug_only,0.85,407.1,0,5
99,spice-of-life-soho,"Spice of Life, Soho",585,spice-of-life-soho,"Spice of Life, Soho",slug_geo,1.0,3.2,0,5
100,rose-fulham,"Rose, Fulham",587,rose-fulham,"Rose, Fulham",slug_geo,1.0,5.7,0,5
101,garden-shed-wimbledon,"Garden Shed, Wimbledon",589,garden-shed-wimbledon,"Garden Shed, Wimbledon",slug_only,0.85,160.1,0,5
102,bull-islington,"Bull, Islington",592,bull-islington,"Bull, Islington",slug_geo,1.0,6.7,0,5
103,saracens-head-ware,"Saracen’s Head, Ware",598,saracens-head-ware,"Saracen’s Head, Ware",slug_geo,1.0,8.7,0,5
104,hollybush-loughton,"Hollybush, Loughton",560,hollybush-loughton,"Hollybush, Loughton",slug_geo,1.0,1.0,0,5
105,pilgrim-kennington,"Pilgrim, Kennington",571,pilgrim-kennington,"Pilgrim, Kennington",slug_geo,1.0,16.4,0,5
106,duke-of-sussex-chiswick-every-sunday,"Duke of Sussex, Chiswick, Every Sunday",572,duke-of-sussex-chiswick-every-sunday,"Duke of Sussex, Chiswick, Every Sunday",slug_geo,1.0,9.5,0,5
107,bollo-house-chiswick,"Bollo House, Chiswick",600,bollo-house-chiswick,"Bollo House, Chiswick",slug_only,0.85,1068.5,0,5
108,the-plough-effingham,"The Plough, Effingham",582,the-plough-effingham,"The Plough, Effingham",slug_geo,1.0,21.7,0,5
109,hare-and-billet-blackheath,"Hare and Billet, Blackheath",588,hare-and-billet-blackheath,"Hare and Billet, Blackheath",slug_geo,1.0,27.7,0,5
110,hop-poles-hammersmith,"Hop Poles, Hammersmith",580,hop-poles-hammersmith,"Hop Poles, Hammersmith",slug_only,0.85,671.8,0,5
111,duchy-arms-kennington,"Duchy Arms, Kennington",596,duchy-arms-kennington,"Duchy Arms, Kennington",slug_geo,1.0,0.5,0,5
112,duke-of-hammersmith-hammersmith,"Duke of Hammersmith, Hammersmith",573,duke-of-hammersmith-hammersmith,"Duke of Hammersmith, Hammersmith",slug_only,0.85,639.7,0,5
113,camden-road-arms-camden,"Camden Road Arms, Camden",583,camden-road-arms-camden,"Camden Road Arms, Camden",slug_geo,1.0,5.0,0,5
114,crabtree-fulham,"Crabtree, Fulham",594,crabtree-fulham,"Crabtree, Fulham",slug_only,0.85,102.7,0,5
115,star-of-the-east-limehouse,"Star of the East, Limehouse",591,star-of-the-east-limehouse,"Star of the East, Limehouse",slug_geo,1.0,7.2,0,5
116,dogs-head-bishops-stortford,"Dog’s Head, Bishops Stortford",602,dogs-head-bishops-stortford,"Dog’s Head, Bishops Stortford",slug_geo,1.0,13.7,0,5
117,woodman-wimbledon-park,"Woodman, Wimbledon Park",597,woodman-wimbledon-park,"Woodman, Wimbledon Park",slug_geo,1.0,7.4,0,5
118,crown-treaty-uxbridge,"Crown & Treaty, Uxbridge",599,crown-treaty-uxbridge,"Crown & Treaty, Uxbridge",slug_geo,1.0,12.7,0,5
119,island-queen-islington,"Island Queen, Islington",577,island-queen-islington,"Island Queen, Islington",slug_geo,1.0,0.3,0,5
120,coopers-arms-hitchin,"Coopers Arms, Hitchin",593,coopers-arms-hitchin,"Coopers Arms, Hitchin",slug_geo,1.0,26.9,0,5
121,roundhouse-wandsworth,"Roundhouse, Wandsworth",604,roundhouse-wandsworth,"Roundhouse, Wandsworth",slug_geo,1.0,0.4,0,5
122,watermans-arms-canary-wharf,"Waterman’s Arms, Canary Wharf",595,watermans-arms-canary-wharf,"Waterman’s Arms, Canary Wharf",slug_only,0.85,2464.3,0,5
123,andrea-ludgate-hill,Andrea Ludgate Hill,248,andrea-ludgate-hill,Andrea Ludgate Hill,slug_geo,1.0,10.3,0,5
124,bar-le-national,Bar Le National,,,,no_match,0.0,,,5
125,beer-merchants-tap,Beer Merchants Tap,250,beer-merchants-tap,Beer Merchants Tap,slug_geo,1.0,4.8,0,5
126,bianca-road-brew-co,Bianca Road Brew Co.,,,,no_match,0.0,,,5
127,clock-house-tavern,Clock House Tavern,252,clock-house-tavern,Clock House Tavern,slug_geo,1.0,0.0,0,5
128,coopers-arms,Coopers Arms,253,coopers-arms,Coopers Arms,slug_geo,1.0,19.9,0,5
129,crofton-park-tavern,Crofton Park Tavern,254,crofton-park-tavern,Crofton Park Tavern,slug_geo,1.0,1.6,0,5
130,east-putney-tavern,East Putney Tavern,256,east-putney-tavern,East Putney Tavern,slug_only,0.85,55.8,0,5
131,effra-social,Effra Social,257,effra-social,Effra Social,slug_geo,1.0,11.7,0,5
132,fire-stables,Fire Stables,258,fire-stables,Fire Stables,slug_geo,1.0,0.6,0,5
133,george-dragon,George & Dragon,259,george-dragon,George & Dragon,slug_geo,1.0,0.1,0,5
134,grove-house-tavern,Grove House Tavern,260,grove-house-tavern,Grove House Tavern,slug_geo,1.0,0.0,0,5
135,hoxton-cabin,Hoxton Cabin,261,hoxton-cabin,Hoxton Cabin,slug_geo,1.0,6.9,0,5
136,islington-town-house,Islington Town House,262,islington-town-house,Islington Town House,slug_geo,1.0,9.6,0,5
137,knowles-of-norwood,Knowles of Norwood,263,knowles-of-norwood,Knowles of Norwood,slug_geo,1.0,0.0,0,5
138,leman-street-tavern,Leman Street Tavern,264,leman-street-tavern,Leman Street Tavern,slug_geo,1.0,6.8,0,5
139,lowlands-taproom-bluntrock-taproom,Lowlands Taproom / Bluntrock Taproom,265,lowlands-taproom-bluntrock-taproom,Lowlands Taproom / Bluntrock Taproom,slug_only,0.85,56.0,0,5
140,orbit-beers-taproom,Orbit Beers Taproom,266,orbit-beers-taproom,Orbit Beers Taproom,slug_geo,1.0,3.2,0,5
141,princess-victoria,Princess Victoria,268,princess-victoria,Princess Victoria,slug_geo,1.0,4.1,0,5
142,railway-hotel,Railway Hotel,,,,no_match,0.0,,,5
143,signature-brew-blackhorse-road,Signature Brew Blackhorse Road,270,signature-brew-blackhorse-road,Signature Brew Blackhorse Road,slug_only,0.85,50.4,0,5
144,spring-grove,Spring Grove,271,spring-grove,Spring Grove,slug_geo,1.0,0.0,0,5
145,the-albany,The Albany,275,the-albany,The Albany,slug_geo,1.0,0.1,0,5
146,the-albion,The Albion,276,the-albion,The Albion,slug_geo,1.0,0.0,0,5
147,the-angel-crown,The Angel & Crown,278,the-angel-crown,The Angel & Crown,slug_geo,1.0,1.0,0,5
148,the-arnos-arms,The Arnos Arms,279,the-arnos-arms,The Arnos Arms,slug_geo,1.0,6.7,0,5
149,the-artful-duke,The Artful Duke,280,the-artful-duke,The Artful Duke,slug_geo,1.0,0.7,0,5
150,the-avalon,The Avalon,282,the-avalon,The Avalon,slug_geo,1.0,4.8,0,5
151,the-bedford,The Bedford,,,,no_match,0.0,,,5
152,the-berrylands,The Berrylands,284,the-berrylands,The Berrylands,slug_geo,1.0,2.0,0,5
153,the-boleyn-tavern,The Boleyn Tavern,285,the-boleyn-tavern,The Boleyn Tavern,slug_geo,1.0,2.5,0,5
154,the-botanist,The Botanist,286,the-botanist,The Botanist,slug_geo,1.0,9.5,0,5
155,the-builders-arms,The Builder's Arms,,,,no_match,0.0,,,5
156,the-bull,The Bull,287,the-bull,The Bull,slug_geo,1.0,0.0,0,5
158,the-catcher-in-the-rye,The Catcher In The Rye,290,the-catcher-in-the-rye,The Catcher In The Rye,slug_geo,1.0,0.0,0,5
159,the-coborn,The Coborn,292,the-coborn,The Coborn,slug_geo,1.0,0.1,0,5
160,the-constitution,The Constitution,293,the-constitution,The Constitution,slug_geo,1.0,0.0,0,5
161,the-crooked-billet,The Crooked Billet,429,the-crooked-billet,The Crooked Billet,slug_only,0.85,232975.0,0,5
162,the-crown-tavern,The Crown Tavern,294,the-crown-tavern,The Crown Tavern,slug_geo,1.0,3.3,0,5
164,the-derby,The Derby,298,the-derby,The Derby,slug_geo,1.0,2.5,0,5
165,the-earl-of-derby,The Earl of Derby,301,the-earl-of-derby,The Earl of Derby,slug_geo,1.0,2.3,0,5
166,the-elephant-and-castle,The Elephant And Castle,303,the-elephant-and-castle,The Elephant And Castle,slug_geo,1.0,1.0,0,5
167,the-faber-fox,The Faber Fox,305,the-faber-fox,The Faber Fox,slug_geo,1.0,0.0,0,5
168,the-falcon,The Falcon,306,the-falcon,The Falcon,slug_geo,1.0,2.7,0,5
169,the-fitz-regent,The Fitz Regent,308,the-fitz-regent,The Fitz Regent,slug_geo,1.0,8.5,0,5
170,the-fleet-inn,The Fleet Inn,309,the-fleet-inn,The Fleet Inn,slug_geo,1.0,3.7,0,5
171,the-fox,The Fox,310,the-fox,The Fox,slug_only,0.85,97.4,0,5
172,the-garden-gate,The Garden Gate,311,the-garden-gate,The Garden Gate,slug_geo,1.0,4.2,0,5
173,the-george-vulture,The George & Vulture,313,the-george-vulture,The George & Vulture,slug_geo,1.0,5.3,0,5
174,the-george-inn,The George Inn,315,the-george-inn,The George Inn,slug_geo,1.0,0.0,0,5
175,the-goat,The Goat,314,the-goat,The Goat,slug_geo,1.0,0.0,0,5
176,the-grange,The Grange,317,the-grange,The Grange,slug_geo,1.0,0.0,0,5
177,the-green-man,The Green Man,318,the-green-man,The Green Man,slug_geo,1.0,45.0,0,5
178,the-greyhound,The Greyhound,319,the-greyhound,The Greyhound,slug_geo,1.0,19.1,0,5
179,the-hadley-bowling-green,The Hadley Bowling Green,320,the-hadley-bowling-green,The Hadley Bowling Green,slug_geo,1.0,0.0,0,5
180,the-halkett-pub-dining,The Halkett Pub & Dining,321,the-halkett-pub-dining,The Halkett Pub & Dining,slug_geo,1.0,13.0,0,5
181,the-hope-bear,The Hope & Bear,323,the-hope-bear,The Hope & Bear,slug_geo,1.0,13.7,0,5
182,the-king-co,The King & Co,324,the-king-co,The King & Co,slug_geo,1.0,2.0,0,5
183,the-king-of-prussia,The King of Prussia,,,,no_match,0.0,,,5
184,the-landor,The Landor,327,the-landor,The Landor,slug_geo,1.0,7.2,0,5
185,the-latchmere,The Latchmere,328,the-latchmere,The Latchmere,slug_geo,1.0,20.3,0,5
186,the-leyton-engineer,The Leyton Engineer,329,the-leyton-engineer,The Leyton Engineer,slug_only,0.85,330.7,0,5
187,the-lion-lobster,The Lion & Lobster,331,the-lion-lobster,The Lion & Lobster,slug_geo,1.0,41.8,0,5
188,the-manor-arms,The Manor Arms,332,the-manor-arms,The Manor Arms,slug_geo,1.0,13.7,0,5
189,the-mariners,The Mariners,334,the-mariners,The Mariners,slug_geo,1.0,0.0,0,5
190,the-mayflower,The Mayflower,336,the-mayflower,The Mayflower,slug_geo,1.0,5.4,0,5
191,the-mill,The Mill,335,the-mill,The Mill,slug_geo,1.0,1.2,0,5
192,the-mitre,The Mitre,337,the-mitre,The Mitre,slug_geo,1.0,0.0,0,5
193,the-montpelier,The Montpelier,338,the-montpelier,The Montpelier,slug_geo,1.0,3.3,0,5
194,the-mulberry-bush,The Mulberry Bush,339,the-mulberry-bush,The Mulberry Bush,slug_geo,1.0,1.6,0,5
195,the-old-frizzle,The Old Frizzle,341,the-old-frizzle,The Old Frizzle,slug_geo,1.0,0.0,0,5
196,the-old-george,The Old George,342,the-old-george,The Old George,slug_geo,1.0,0.1,0,5
197,the-palmeira,The Palmeira,345,the-palmeira,The Palmeira,slug_geo,1.0,2.7,0,5
198,the-peacock-at-barlow,The Peacock at Barlow,346,the-peacock-at-barlow,The Peacock at Barlow,slug_only,0.85,218.8,0,5
199,the-perky-nel,The Perky Nel,931,the-perky-nel,The Perky Nel,slug_geo,1.0,18.7,0,5
200,the-pig-fiddle,The Pig & Fiddle,933,the-pig-fiddle,The Pig & Fiddle,slug_geo,1.0,43.4,0,5
201,the-prince,The Prince,934,the-prince,The Prince,slug_geo,1.0,1.2,0,5
202,the-prince-bonaparte,The Prince Bonaparte,935,the-prince-bonaparte,The Prince Bonaparte,slug_geo,1.0,3.7,0,5
203,the-prince-of-wales,The Prince of Wales,936,the-prince-of-wales,The Prince of Wales,slug_geo,1.0,1.9,0,5
204,the-prince-of-wales-brixton,The Prince of Wales Brixton,937,the-prince-of-wales-brixton,The Prince of Wales Brixton,slug_geo,1.0,5.0,0,5
205,the-princess-of-wales,The Princess of Wales,938,the-princess-of-wales,The Princess of Wales,slug_geo,1.0,2.6,0,5
206,the-priory-tavern,The Priory Tavern,939,the-priory-tavern,The Priory Tavern,slug_geo,1.0,0.0,0,5
207,the-queen-adelaide,The Queen Adelaide,940,the-queen-adelaide,The Queen Adelaide,slug_geo,1.0,0.0,0,5
208,the-railway-2-greyhound-lane-streatham-common-sw16-5sd,"The Railway (2 Greyhound Lane, Streatham Common, SW16 5SD)",,,,no_match,0.0,,,5
209,the-red-lion-chenies,The Red Lion Chenies,943,the-red-lion-chenies,The Red Lion Chenies,slug_only,0.85,137.5,0,5
210,the-regent,The Regent,944,the-regent,The Regent,slug_geo,1.0,2.4,0,5
211,the-rosendale,The Rosendale,946,the-rosendale,The Rosendale,slug_geo,1.0,8.7,0,5
212,the-rosy-hue,The Rosy Hue,947,the-rosy-hue,The Rosy Hue,slug_geo,1.0,27.4,0,5
213,the-royal-albert,The Royal Albert,948,the-royal-albert,The Royal Albert,slug_only,0.85,122.1,0,5
214,the-sail-loft-greenwich,"The Sail Loft, Greenwich",949,the-sail-loft-greenwich,"The Sail Loft, Greenwich",slug_geo,1.0,0.0,0,5
215,the-southwark-tavern,The Southwark Tavern,950,the-southwark-tavern,The Southwark Tavern,slug_geo,1.0,2.8,0,5
216,the-star-inn,The Star Inn,951,the-star-inn,The Star Inn,slug_geo,1.0,0.0,0,5
217,the-stonhouse,The Stonhouse,952,the-stonhouse,The Stonhouse,slug_geo,1.0,4.3,0,5
218,the-swan,The Swan,953,the-swan,The Swan,slug_geo,1.0,12.9,0,5
219,the-telegraph,The Telegraph,,,,no_match,0.0,,,5
220,the-tommyfield,The Tommyfield,954,the-tommyfield,The Tommyfield,slug_geo,1.0,3.6,0,5
222,the-union-tavern,The Union Tavern,957,the-union-tavern,The Union Tavern,slug_geo,1.0,5.5,0,5
223,the-victoria,The Victoria,958,the-victoria,The Victoria,slug_geo,1.0,5.0,0,5
224,the-victoria-surbiton,The Victoria,,,,no_match,0.0,,,5
225,the-waggon-horses,The Waggon & Horses,960,the-waggon-horses,The Waggon & Horses,slug_geo,1.0,5.8,0,5
226,the-waterfront,The Waterfront,961,the-waterfront,The Waterfront,slug_geo,1.0,0.0,0,5
227,the-waverley-arms,The Waverley Arms,962,the-waverley-arms,The Waverley Arms,slug_geo,1.0,3.9,0,5
228,the-white-hart,The White Hart,963,the-white-hart,The White Hart,slug_geo,1.0,0.0,0,5
